country,axis1,axis2
Afghanistan,-19.055413170898188,-0.22400586665037783
Algeria,20.445461429107567,-0.062496189491760515
Andorra,-6.988515293851735,-0.04320659990054872
Argentina,-1.1444158321826194,-0.11223471271398144
Australia,-0.3099001308013274,-0.018931750901260265
Austria,-3.6436682868587447,0.015234777135375034
Bangladesh,-31.662074186472815,-0.07098323404928875
Belarus,7.131659656515215,-0.015530688194822277
Belgium,-2.3460449379733332,0.09858274820301878
Bermuda,12.765022454061244,0.045166478845961144
Bosnia and Herzegovina,1.5936394076191125,-0.23694103298904304
Brazil,-1.9257359294193592,-0.015742646366777434
Bulgaria,-10.177136034379764,-0.042333708920231035
Cambodia,6.5054747659433305,-0.031230561680151127
Canada,-1.4908075972287516,-0.04480681253384762
Cayman Islands,1.1980056292632968,-0.6932636226211766
Chile,0.8099299658171162,0.027899518021335733
China,0.45264868339837216,0.008014470008072472
Colombia,11.639455680717337,-0.03999892848952974
Costa Rica,-3.4120247948554034,-0.026245586071041303
Croatia,4.23140081943518,-0.16335945595206697
Cyprus,-1.4339836122304517,0.010622870062914494
Czech Republic,2.7578705079826498,0.07354040139725612
Denmark,4.828641713978433,0.050438614357258035
Dominican Republic,11.297469487975125,0.06443701912104785
Ecuador,-6.4670470227889,0.23443498561425594
El Salvador,10.032354394071525,-0.09847275095297725
Estonia,9.072143098006938,-0.055186085563446514
Faroe Islands,4.6410833781573455,0.019376542597939677
Finland,5.501880310005672,0.14756516315839263
France,-0.5810184630161285,-0.10292145676574656
French Guiana,-15.616067931086592,0.7827265601632498
Germany,4.616833055646081,-0.5153626351735768
Greece,-9.689362247435003,0.038014264071095386
Greenland,9.35851204513236,0.16959484172773207
Guam,-5.080500070075117,-0.07466138988356302
Guatemala,-1.3430858969299737,-0.14520650514142722
Honduras,26.339796754562673,-0.31956368685655656
Hong Kong,0.5180324064322854,0.13824558795438946
Hungary,-2.878240114031669,-0.1747717994723646
Iceland,-0.30193795355985303,-0.1848074486467679
India,-5.55277094848513,-0.15569628013099893
Indonesia,21.003864458359203,0.018227272977137984
Ireland,-5.890117560476158,-0.14764164879066616
Isle of Man,3.026362339362274,-0.07167625521495913
Israel,11.821695438472533,-0.09739620059200622
Italy,-5.216195159838667,0.04179126876639885
Japan,-5.693935067722408,0.23728080898747872
Jersey,-3.813942952470178,0.02155735410271779
Jordan,-28.645301742556423,-0.24640093832013882
Kazakhstan,61.95791714788621,0.12292965389464233
Latvia,-2.3146343622240626,0.004718407137037825
Lebanon,-12.698126241589021,0.20700173739974123
Lithuania,0.1528316904438718,0.060135593114768675
Luxembourg,-0.09430832965368281,0.0734733989132642
Macedonia,-0.978394215066029,-0.09435555649598285
Malaysia,-2.417229872689506,-0.04102087811361377
Marshall Islands,5.9471554792779,-0.09147921657545202
Mauritius,10.404288648513745,0.00369013045525083
Mexico,-10.867491593314087,-0.010104861363447425
Moldova,0.5603316961582987,-0.08934518481903636
Montenegro,6.3409609587016655,0.4979935224533457
Montserrat,-15.781553947264399,0.3145904806743152
Morocco,-6.859458839779264,-0.06359753775010704
Mozambique,8.168505459332387,0.06029032980061941
Namibia,41.58732566387116,-0.0901325222760774
Nepal,7.617505127633271,0.30677964845256406
Netherlands,0.20327923459475172,-0.11780720364363931
New Zealand,0.9205486018432945,-0.00010653929433182985
Norfolk Island,-28.28069129917179,-0.037131117811728315
Norway,6.343899325233772,0.3688831055941969
Oman,7.070982185724252,-0.3362736296820192
Pakistan,-28.095036999833177,-0.15003883316982178
Panama,7.5628308039953325,-0.1351819773580033
Paraguay,-2.9283133673306634,-0.15227860600206922
Peru,4.269520992599924,0.08925981883804668
Philippines,-8.906782825113584,-0.07759398409596845
Poland,-2.2765586508931026,0.04006407238266942
Portugal,0.407892788577865,0.017563492265608396
Puerto Rico,-11.833105162436713,-0.16757519293009074
Romania,-6.47258102189165,0.0054465657075997015
Russia,-3.452313400164282,-0.09656622919108127
Saudi Arabia,7.903895910977955,0.14367814100810322
Serbia,-5.507408906214976,-0.05315071625775272
Singapore,-14.33347664337475,-0.0414359772575804
Slovakia,0.24973206147463817,0.0634887997700711
Slovenia,0.12268003679449846,-0.15020082383177036
South Africa,-1.4619973730153382,0.01452163366764449
Spain,-3.3815579092194183,0.05462762474619137
Sweden,0.6358480196638738,0.16129319106962445
Switzerland,-1.2025090641822143,-0.0560618690294904
Taiwan,13.136470945732428,0.029766551388134277
Tanzania,-7.253141176652532,0.9785993026749837
Thailand,7.000809236567643,-0.011105684457639084
Turkey,-1.3551157188678167,-0.0813602011449384
Uganda,6.79472368953526,0.7127393591083476
Ukraine,-3.7721463243382183,-0.04654122430291721
United Kingdom,-2.709703633609943,0.015624533368886386
United States,-4.913513339518332,0.08299336494028803
Uruguay,3.2787944206197985,-0.06419505046038525
Vietnam,-8.262997393893981,-0.19857665988980677
Virgin Islands (U.S.),-21.458577456849376,0.011389750136527904
